element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,1,"=""""","=""""","=""577.1967""","=""""","=""""","=""2.18e+05""",D+,"=""11.9955753""","=""14.1430205""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
Ar,1,"=""""","=""""","=""577.21143""","=""""","=""""","=""2.0e+05""",D,"=""13.17177770""","=""15.31916801""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""577.4008""","=""""","=""""","=""1.1e+05""",D,"=""13.30222747""","=""15.4489134""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""578.35365""","=""""","=""""","=""8.1e+04""",D,"=""13.15314387""","=""15.29629325""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
N,1,"=""""","=""""","=""578.6835""","=""""","=""""","=""2.16e+05""",D+,"=""11.9955753""","=""14.1375033""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
B,2,"=""""","=""""","=""578.747""","=""0.010""","=""""","=""1.1e+06""",C,"=""20.624138""","=""22.76583""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""578.747""","=""0.013""","=""""","=""1.09e+06""",C,"=""20.624138""","=""22.76583""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""578.747""","=""0.017""","=""""","=""1.09e+06""",C,"=""20.624138""","=""22.76583""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""0""",,"=""u27,LS""","=""""",
Ar,1,"=""""","=""""","=""578.94741""","=""""","=""""","=""4.6e+04""",D,"=""13.17177770""","=""15.31272913""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""579.0401""","=""""","=""""","=""3.4e+04""",D,"=""13.30222747""","=""15.4428362""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""580.20798""","=""""","=""""","=""4.2e+05""",D,"=""13.17177770""","=""15.30807770""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
B,1,"=""581.840""","=""0.020""","=""581.833""","=""0.013""","=""60""","=""""",,"=""8.991694""","=""11.12203""","=""2s.2p2""","=""2P""","=""1/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L6232""",
B,1,"=""582.107""","=""0.020""","=""582.116""","=""0.013""","=""100""","=""""",,"=""8.993138""","=""11.12244""","=""2s.2p2""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L6232""",
B,1,"=""582.233""","=""0.020""","=""582.228""","=""0.013""","=""10""","=""""",,"=""8.993138""","=""11.12203""","=""2s.2p2""","=""2P""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L6232""",
N,1,"=""582.954""","=""""","=""""","=""""","=""265""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
Ar,1,"=""583.4263""","=""""","=""583.42636""","=""""","=""5""","=""5.2e+05""",C,"=""13.17177770""","=""15.29629325""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n,T1164n""","=""L2634""",
Ar,1,"=""""","=""""","=""584.3779""","=""""","=""""","=""3.3e+04""",D,"=""13.32785705""","=""15.4489134""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
N,1,"=""585.404""","=""""","=""""","=""""","=""235""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
Ar,1,"=""586.0310""","=""""","=""586.03102""","=""""","=""10""","=""2.85e+05""",C,"=""12.90701530""","=""15.02208834""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n,T1164n""","=""L2634""",
Ar,1,"=""588.2624""","=""""","=""588.2624""","=""""","=""15""","=""1.23e+06""",C,"=""12.90701530""","=""15.0140655""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
Ar,1,"=""588.8584""","=""""","=""588.85835""","=""""","=""25""","=""1.29e+06""",C,"=""13.07571571""","=""15.18063359""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""591.2085""","=""""","=""591.20850""","=""""","=""50""","=""1.05e+06""",C,"=""12.90701530""","=""15.00356588""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T1218n,T1164n""","=""L2634""",
Ar,1,"=""""","=""""","=""591.6598""","=""""","=""""","=""5.9e+04""",D,"=""13.09487256""","=""15.1898239""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""592.7125""","=""""","=""""","=""3.7e+04""",D+,"=""13.07571571""","=""15.1669463""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""592.8813""","=""""","=""592.88125""","=""""","=""15""","=""1.1e+06""",D+,"=""13.09487256""","=""15.18550800""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""594.0855""","=""""","=""""","=""1.2e+05""",D,"=""13.27303810""","=""15.3594356""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
B,1,"=""594.263""","=""0.004""","=""594.2619""","=""0.0012""","=""3a*""","=""8.4e+05""",D+,"=""5.9334881""","=""8.019266""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""7/2""",,"=""u27""","=""L694""",
B,1,"=""594.263""","=""0.004""","=""594.2619""","=""0.0012""","=""3a*""","=""5.6e+04""",D+,"=""5.9334881""","=""8.019266""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""5/2""",,"=""u27""","=""L694""",
Ar,1,"=""594.2669""","=""""","=""594.26682""","=""""","=""5""","=""1.8e+05""",D,"=""13.09487256""","=""15.18063359""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
B,1,"=""594.272""","=""0.004""","=""594.2731""","=""0.0012""","=""2a""","=""7.9e+05""",D+,"=""5.9335273""","=""8.019266""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.7f""","=""2F*""","=""5/2""",,"=""u27""","=""L694""",
Ar,1,"=""""","=""""","=""594.3888""","=""""","=""""","=""3.6e+04""",D,"=""13.07571571""","=""15.1610486""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""594.9259""","=""""","=""""","=""1.5e+05""",D,"=""13.28263902""","=""15.3660895""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""596.448""","=""""","=""""","=""7.7e+04""",D,"=""13.27303810""","=""15.351173""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""596.8320""","=""""","=""""","=""1.8e+05""",D,"=""13.28263902""","=""15.3594356""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""597.1601""","=""""","=""""","=""1.1e+06""",D+,"=""13.28263902""","=""15.3582946""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""598.1923""","=""""","=""""","=""1.2e+04""",D,"=""13.09487256""","=""15.1669463""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""598.7302""","=""""","=""598.73013""","=""""","=""7""","=""1.2e+05""",D,"=""13.07571571""","=""15.14592830""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""598.8144""","=""""","=""""","=""6.1e+04""",D,"=""13.28263902""","=""15.3525603""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""599.4692""","=""""","=""""","=""2.6e+04""",D,"=""13.28263902""","=""15.3502992""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""599.8999""","=""""","=""599.8998""","=""""","=""5""","=""1.4e+05""",D,"=""13.09487256""","=""15.1610486""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""599.943""","=""""","=""599.9431""","=""""","=""160""","=""3.64e+06""",C+,"=""11.6026335""","=""13.6686606""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",,"=""T6340""","=""L3513""",
Ar,1,"=""""","=""""","=""600.5725""","=""""","=""""","=""1.4e+05""",D+,"=""13.30222747""","=""15.3660895""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
N,1,"=""600.847""","=""""","=""600.8473""","=""""","=""210""","=""3.58e+06""",C+,"=""11.6026335""","=""13.6655516""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",,"=""T6340""","=""L3513""",
B,2,"=""601.346""","=""0.010""","=""601.350""","=""0.011""","=""10*""","=""""",,"=""21.268988""","=""23.33018""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.6s""","=""3S""","=""1""",,"=""""","=""L12120""",
B,2,"=""601.346""","=""0.010""","=""601.350""","=""0.011""","=""10*""","=""""",,"=""21.268988""","=""23.33018""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2s.6s""","=""3S""","=""1""",,"=""""","=""L12120""",
B,2,"=""601.346""","=""0.010""","=""601.350""","=""0.011""","=""10*""","=""""",,"=""21.268988""","=""23.33018""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.6s""","=""3S""","=""1""",,"=""""","=""L12120""",
Ar,1,"=""""","=""""","=""601.36772""","=""""","=""""","=""1.4e+05""",D+,"=""13.07571571""","=""15.13684847""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""602.5150""","=""""","=""602.5150""","=""""","=""5""","=""9.0e+05""",D+,"=""13.30222747""","=""15.3594356""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
B,1,"=""""","=""""","=""602.772""","=""0.006""","=""""","=""1.4e+05""",C,"=""6.0271033""","=""8.083434""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.8d""","=""2D""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""602.837""","=""0.006""","=""""","=""1.63e+05""",C,"=""6.0273243""","=""8.083434""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""602.837""","=""0.006""","=""""","=""2.73e+04""",C,"=""6.0273243""","=""8.083434""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""3/2""",,"=""u27""","=""""",
Ar,1,"=""603.2127""","=""""","=""603.21270""","=""""","=""70""","=""2.46e+06""",C,"=""13.07571571""","=""15.13054437""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""",,"=""T1218n,T1164n""","=""L2634""",
Ar,1,"=""604.3223""","=""""","=""604.32232""","=""""","=""35""","=""1.47e+06""",C,"=""13.09487256""","=""15.14592830""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""L2634""",
Ar,1,"=""605.2723""","=""""","=""605.27226""","=""""","=""10""","=""1.9e+05""",D+,"=""12.90701530""","=""14.95485204""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""605.9372""","=""""","=""605.93723""","=""""","=""20""","=""4.2e+05""",C,"=""12.90701530""","=""14.95260474""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n,T1164n""","=""L2634""",
Ar,1,"=""""","=""""","=""606.47502""","=""""","=""""","=""5.8e+04""",D,"=""13.30222747""","=""15.34600299""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""""",
B,2,"=""608.044""","=""0.003""","=""608.039""","=""0.003""","=""85""","=""1.21e+07""",A,"=""15.827970""","=""17.866488""","=""1s2.2p2""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",,"=""T7096""","=""L12120""",
Ar,1,"=""""","=""""","=""608.1244""","=""""","=""""","=""7.5e+04""",D,"=""13.32785705""","=""15.3660895""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""608.5879""","=""""","=""""","=""9.0e+03""",,"=""13.15314387""","=""15.1898239""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""609.07849""","=""""","=""""","=""3.0e+05""",D,"=""13.27303810""","=""15.30807770""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""609.8803""","=""""","=""609.88031""","=""""","=""7""","=""5.2e+05""",D+,"=""13.15314387""","=""15.18550800""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""610.1161""","=""""","=""""","=""3.3e+05""",D+,"=""13.32785705""","=""15.3594356""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
N,1,"=""""","=""""","=""610.3375""","=""""","=""""","=""2.1e-04""",D,"=""10.3259087""","=""12.3567502""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",M1,"=""T7370""","=""""",
Ar,1,"=""""","=""""","=""610.4590""","=""""","=""""","=""3.4e+05""",D,"=""13.32785705""","=""15.3582946""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""610.5635""","=""""","=""610.56348""","=""""","=""10""","=""1.21e+06""",C,"=""13.28263902""","=""15.31272913""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""611.34657""","=""""","=""""","=""4.7e+04""",D+,"=""13.15314387""","=""15.18063359""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
N,1,"=""""","=""""","=""611.5981""","=""""","=""""","=""8.1e-04""",D,"=""10.3300944""","=""12.3567502""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""""","=""611.6163""","=""""","=""""","=""4.4e-04""",D,"=""10.3300944""","=""12.3566901""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",M1,"=""T7370""","=""""",
Ar,1,"=""""","=""""","=""611.96565""","=""""","=""""","=""5.1e+04""",D+,"=""13.28263902""","=""15.30807770""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""612.1879""","=""""","=""""","=""1.3e+04""",D,"=""13.32785705""","=""15.3525603""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
B,2,"=""""","=""""","=""612.224""","=""0.019""","=""""","=""5.35e+03""",B,"=""15.827970""","=""17.852554""","=""1s2.2p2""","=""1S""","=""0""","=""1s2.2s.3p""","=""3P*""","=""1""",,"=""T7096""","=""""",
Ar,1,"=""""","=""""","=""612.74159""","=""""","=""""","=""1.1e+05""",D+,"=""13.09487256""","=""15.11774638""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""612.8724""","=""""","=""""","=""8.6e+04""",D,"=""13.32785705""","=""15.3502992""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
N,1,"=""""","=""""","=""613.3721""","=""""","=""""","=""2.2e-03""",D,"=""10.3358956""","=""12.3566901""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",M1,"=""T7370""","=""""",
Ar,1,"=""614.5441""","=""""","=""614.54412""","=""""","=""10""","=""7.6e+05""",C,"=""13.30222747""","=""15.31916801""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""L2634""",
B,2,"=""""","=""""","=""614.891""","=""0.009""","=""""","=""3.5e+06""",D,"=""21.582342""","=""23.598146""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2s.6f""","=""3F*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""614.891""","=""0.007""","=""""","=""2.5e+06""",D,"=""21.582342""","=""23.598146""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2s.6f""","=""3F*""","=""3""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""614.891""","=""0.008""","=""""","=""9.8e+04""",D,"=""21.582342""","=""23.598146""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2s.6f""","=""3F*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""614.892""","=""0.003""","=""614.891""","=""0.003""","=""40*""","=""1.85e+07""",C,"=""21.582342""","=""23.598146""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2s.6f""","=""3F*""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""614.892""","=""0.003""","=""614.891""","=""0.003""","=""40*""","=""1.95e+07""",C,"=""21.582342""","=""23.598146""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2s.6f""","=""3F*""","=""3""",,"=""u27,LS""","=""L12120""",
B,2,"=""614.892""","=""0.003""","=""614.891""","=""0.003""","=""40*""","=""2.21e+07""",C,"=""21.582342""","=""23.598146""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2s.6f""","=""3F*""","=""4""",,"=""u27,LS""","=""L12120""",
Ar,1,"=""""","=""""","=""615.52382""","=""""","=""""","=""5.1e+05""",D,"=""13.17177770""","=""15.18550800""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""616.51229""","=""""","=""""","=""9.89e+04""",C,"=""13.30222747""","=""15.31272913""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""617.0174""","=""""","=""617.01738""","=""""","=""7""","=""5.0e+05""",C,"=""13.17177770""","=""15.18063359""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""617.3096""","=""""","=""617.3096""","=""""","=""10""","=""6.7e+05""",C,"=""13.15314387""","=""15.1610486""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
B,1,"=""""","=""""","=""617.867""","=""0.006""","=""""","=""2.7e+05""",C,"=""6.0271033""","=""8.033195""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.8s""","=""2S""","=""1/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""617.936""","=""0.006""","=""""","=""5.50e+05""",C,"=""6.0273243""","=""8.033195""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.8s""","=""2S""","=""1/2""",,"=""u27""","=""""",
Ar,1,"=""""","=""""","=""617.94195""","=""""","=""""","=""6.6e+04""",D,"=""13.30222747""","=""15.30807770""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
B,2,"=""""","=""""","=""618.638""","=""0.015""","=""""","=""2.2e+03""",D,"=""21.685249""","=""23.68884""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2p.3p""","=""3D""","=""3""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""618.638""","=""0.015""","=""""","=""7.8e+04""",D,"=""21.685249""","=""23.68884""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2p.3p""","=""3D""","=""3""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""618.638""","=""0.015""","=""""","=""9.0e+05""",D,"=""21.685249""","=""23.68884""","=""1s2.2s.4f""","=""3F*""","=""4""","=""1s2.2p.3p""","=""3D""","=""3""",,"=""u27,LS""","=""""",
N,1,"=""""","=""""","=""618.7123""","=""""","=""""","=""9.02e+03""",D+,"=""12.0001429""","=""14.0034956""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
B,2,"=""""","=""""","=""619.359""","=""0.015""","=""""","=""1.1e+05""",D,"=""21.685249""","=""23.68651""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2p.3p""","=""3D""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""619.359""","=""0.015""","=""""","=""8.7e+05""",D,"=""21.685249""","=""23.68651""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2p.3p""","=""3D""","=""2""",,"=""u27,LS""","=""""",
N,1,"=""""","=""""","=""619.4313""","=""""","=""""","=""1.21e+05""",C,"=""12.0001429""","=""14.0011704""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
