element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
B,2,"=""461.113""","=""0.020""","=""461.114""","=""0.019""","=""25*""","=""4.7e+04""",D,"=""21.268988""","=""23.95703""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2p.3p""","=""3S""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""461.113""","=""0.020""","=""461.114""","=""0.019""","=""25*""","=""2.4e+05""",D,"=""21.268988""","=""23.95703""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2p.3p""","=""3S""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""""","=""""","=""461.114""","=""0.021""","=""""","=""1.4e+05""",D,"=""21.268988""","=""23.95703""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2p.3p""","=""3S""","=""1""",,"=""u27,LS""","=""""",
Ar,1,"=""462.8441""","=""""","=""462.84409""","=""""","=""7""","=""3.83e+04""",B+,"=""11.82807116""","=""14.50606764""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""""","=""""","=""464.2137""","=""""","=""""","=""9.6e+04""",E,"=""12.90701530""","=""15.577111""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""464.7489""","=""""","=""""","=""1.2e+05""",E,"=""12.90701530""","=""15.574036""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""T1164n""","=""""",
N,1,"=""""","=""""","=""465.1823""","=""""","=""""","=""2.40e+05""",C+,"=""10.6796703""","=""13.3442064""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""T6340""","=""""",
N,1,"=""""","=""""","=""466.0457""","=""""","=""""","=""6.72e+05""",C+,"=""10.6796703""","=""13.3392701""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",,"=""T6340""","=""""",
N,1,"=""""","=""""","=""466.291""","=""""","=""""","=""1.51e+06""",C+,"=""12.1219574""","=""14.78016""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""466.9893""","=""""","=""""","=""7.49e+05""",C+,"=""10.6899808""","=""13.3442064""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""T6340""","=""""",
N,1,"=""""","=""""","=""467.068""","=""""","=""""","=""3.02e+05""",C+,"=""12.1263787""","=""14.78016""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""467.068""","=""""","=""""","=""1.80e+06""",C+,"=""12.1263787""","=""14.78016""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""5/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""467.8595""","=""""","=""""","=""2.69e+05""",C+,"=""10.6899808""","=""13.3392701""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",,"=""T6340""","=""""",
Ar,1,"=""470.2316""","=""""","=""470.23164""","=""""","=""15""","=""1.09e+05""",B,"=""11.82807116""","=""14.46399577""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
B,2,"=""471.611""","=""0.01""","=""471.612""","=""0.009""","=""15""","=""""",,"=""24.514173""","=""27.14239""","=""1s2.2p.3d""","=""1D*""","=""2""","=""1s2.2p.4p""","=""1P""","=""1""",,"=""""","=""L12120""",
Ar,1,"=""""","=""""","=""474.6821""","=""""","=""""","=""3.6e+05""",E,"=""12.90701530""","=""15.518227""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""475.29388""","=""""","=""""","=""4.5e+05""",E,"=""12.90701530""","=""15.5148657""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""476.86729""","=""""","=""""","=""8.6e+05""",D,"=""12.90701530""","=""15.5062613""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
B,2,"=""""","=""""","=""478.420""","=""0.005""","=""""","=""5.8e+06""",D,"=""18.678180""","=""21.268988""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4p""","=""3P*""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""478.420""","=""0.004""","=""""","=""3.5e+06""",D,"=""18.678180""","=""21.268988""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""478.4206""","=""0.0010""","=""478.4203""","=""0.0009""","=""190*""","=""2.31e+07""",C,"=""18.678180""","=""21.268988""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4p""","=""3P*""","=""0""",,"=""u27,LS""","=""L12120""",
B,2,"=""478.4206""","=""0.0010""","=""478.4203""","=""0.0009""","=""190*""","=""2.3e+05""",D,"=""18.678180""","=""21.268988""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""u27,LS""","=""L12120""",
B,2,"=""478.4206""","=""0.0010""","=""478.4203""","=""0.0009""","=""190*""","=""1.73e+07""",C,"=""18.678180""","=""21.268988""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4p""","=""3P*""","=""1""",,"=""u27,LS""","=""L12120""",
B,2,"=""478.4206""","=""0.0010""","=""478.4203""","=""0.0009""","=""190*""","=""2.0e+07""",C,"=""18.678180""","=""21.268988""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4p""","=""3P*""","=""2""",,"=""u27,LS""","=""L12120""",
Ar,1,"=""""","=""""","=""479.8742""","=""""","=""""","=""8.8e+04""",E,"=""13.07571571""","=""15.658675""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).12d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""483.5970""","=""""","=""""","=""9.3e+04""",E,"=""13.07571571""","=""15.638792""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).11d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""483.6697""","=""""","=""""","=""1.02e+05""",C,"=""12.90701530""","=""15.469706""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
N,1,"=""484.738""","=""""","=""""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
Ar,1,"=""""","=""""","=""487.62607""","=""""","=""""","=""7.8e+05""",D,"=""12.90701530""","=""15.4489134""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""488.6290""","=""""","=""""","=""1.2e+05""",E,"=""13.07571571""","=""15.612397""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""488.79471""","=""""","=""""","=""1.3e+06""",D,"=""12.90701530""","=""15.4428362""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""489.46909""","=""""","=""""","=""1.8e+06""",D,"=""12.90701530""","=""15.4393425""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
N,1,"=""491.494""","=""""","=""491.4940""","=""""","=""160""","=""8.08e+05""",B,"=""10.6796703""","=""13.2015647""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""T5475n""","=""L3513""",
Ar,1,"=""""","=""""","=""492.1034""","=""""","=""""","=""5.9e+04""",E,"=""13.09487256""","=""15.613644""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
N,1,"=""493.512""","=""""","=""493.5117""","=""""","=""210""","=""1.76e+06""",B,"=""10.6899808""","=""13.2015647""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""T5475n""","=""L3513""",
Ar,1,"=""""","=""""","=""493.7720""","=""""","=""""","=""3.6e+04""",E,"=""13.07571571""","=""15.585975""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
B,2,"=""494.0376""","=""0.0010""","=""494.0365""","=""0.0010""","=""440""","=""1.88e+08""",B,"=""19.178635""","=""21.687550""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.4f""","=""1F*""","=""3""",,"=""u27""","=""L12120""",
N,1,"=""495.023""","=""""","=""""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
Ar,1,"=""""","=""""","=""495.6750""","=""""","=""""","=""1.8e+05""",E,"=""13.07571571""","=""15.576338""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
N,1,"=""496.398""","=""""","=""""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
Ar,1,"=""""","=""""","=""498.9943""","=""""","=""""","=""1.1e+05""",E,"=""13.09487256""","=""15.578861""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""503.2024""","=""""","=""""","=""8.2e+04""",E,"=""13.07571571""","=""15.538932""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""504.8811""","=""""","=""""","=""4.6e+05""",D,"=""12.90701530""","=""15.3620414""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""505.4176""","=""""","=""""","=""4.5e+05""",D,"=""12.90701530""","=""15.3594356""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""505.6529""","=""""","=""""","=""5.7e+05""",D,"=""12.90701530""","=""15.3582946""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""506.0079""","=""""","=""""","=""3.7e+05""",E,"=""13.07571571""","=""15.5252750""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.0977""","=""""","=""""","=""2.6e+05""",E,"=""13.09487256""","=""15.539168""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.3076""","=""""","=""""","=""5.9e+04""",D,"=""12.90701530""","=""15.3502992""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.8033""","=""""","=""""","=""4.7e+04""",E,"=""13.07571571""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""508.7084""","=""""","=""""","=""1.6e+05""",E,"=""13.09487256""","=""15.531429""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""510.4729""","=""""","=""""","=""8.7e+04""",E,"=""13.15314387""","=""15.581278""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""511.8202""","=""""","=""""","=""2.7e+05""",D+,"=""13.09487256""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
B,2,"=""512.579""","=""0.010""","=""512.579""","=""0.011""","=""28*""","=""""",,"=""21.582342""","=""24.00050""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2s.7f""","=""3F*""","=""2,3,4""",,"=""""","=""L12120""",
B,2,"=""512.579""","=""0.010""","=""512.579""","=""0.011""","=""28*""","=""""",,"=""21.582342""","=""24.00050""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2s.7f""","=""3F*""","=""2,3,4""",,"=""""","=""L12120""",
B,2,"=""512.579""","=""0.010""","=""512.579""","=""0.011""","=""28*""","=""""",,"=""21.582342""","=""24.00050""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2s.7f""","=""3F*""","=""2,3,4""",,"=""""","=""L12120""",
Ar,1,"=""""","=""""","=""512.7801""","=""""","=""""","=""3.3e+04""",D,"=""13.09487256""","=""15.5120816""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""515.1391""","=""""","=""515.1391""","=""""","=""5""","=""2.39e+06""",C,"=""12.90701530""","=""15.3131553""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""515.23031""","=""""","=""""","=""1.1e+05""",D,"=""12.90701530""","=""15.31272913""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""516.2285""","=""""","=""516.22845""","=""""","=""15""","=""1.90e+06""",C,"=""12.90701530""","=""15.30807770""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""517.7536""","=""""","=""""","=""2.4e+05""",D,"=""13.07571571""","=""15.469706""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""518.7746""","=""""","=""518.77464""","=""""","=""20""","=""1.38e+06""",C,"=""12.90701530""","=""15.29629325""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n,T1164n""","=""L2634""",
Ar,1,"=""""","=""""","=""519.2733""","=""""","=""""","=""1.2e+04""",D,"=""13.07571571""","=""15.4626994""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""519.4052""","=""""","=""""","=""7.8e+05""",D,"=""13.15314387""","=""15.539521""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
N,1,"=""""","=""""","=""519.7902""","=""""","=""""","=""1.60e-05""",B,"=""0.0000000""","=""2.3846100""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""""","=""519.7902""","=""""","=""""","=""4.34e-06""",B,"=""0.0000000""","=""2.3846100""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""3/2""",E2,"=""T7370""","=""""",
N,1,"=""""","=""""","=""519.9837""","=""""","=""""","=""1.87e+06""",D+,"=""11.6026335""","=""13.9863558""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""520.0257""","=""""","=""""","=""9.71e-07""",B,"=""0.0000000""","=""2.3835298""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""5/2""",M1,"=""T7370""","=""""",
N,1,"=""""","=""""","=""520.0257""","=""""","=""""","=""6.59e-06""",B,"=""0.0000000""","=""2.3835298""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2D*""","=""5/2""",E2,"=""T7370""","=""""",
N,1,"=""""","=""""","=""520.1606""","=""""","=""""","=""1.87e+06""",D+,"=""11.6026335""","=""13.9855454""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
Ar,1,"=""""","=""""","=""521.0486""","=""""","=""""","=""1.1e+05""",D,"=""13.07571571""","=""15.4545665""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""521.4774""","=""""","=""""","=""2.1e+05""",D,"=""13.09487256""","=""15.471767""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""521.6300""","=""""","=""""","=""1.3e+05""",D,"=""13.09487256""","=""15.471072""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,1,"=""522.1271""","=""""","=""522.1270""","=""""","=""7""","=""8.8e+05""",D,"=""13.07571571""","=""15.4496531""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""L2634""",
Ar,1,"=""""","=""""","=""524.1093""","=""""","=""""","=""1.3e+05""",D,"=""13.09487256""","=""15.4598316""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""524.6198""","=""""","=""""","=""1.2e+05""",E,"=""13.17177770""","=""15.534435""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""524.9165""","=""""","=""""","=""7.9e+04""",E,"=""13.17177770""","=""15.533100""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""525.2787""","=""""","=""""","=""5.4e+05""",D,"=""13.09487256""","=""15.4545665""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""525.4471""","=""""","=""""","=""3.6e+05""",E,"=""13.15314387""","=""15.5120816""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
B,2,"=""526.312""","=""0.010""","=""526.311""","=""0.011""","=""9*""","=""""",,"=""21.685249""","=""24.04031""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2s.7g""","=""3G""","=""3,4,5""",,"=""""","=""L12120""",
B,2,"=""526.312""","=""0.010""","=""526.311""","=""0.011""","=""9*""","=""""",,"=""21.685249""","=""24.04031""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2s.7g""","=""3G""","=""3,4,5""",,"=""""","=""L12120""",
B,2,"=""526.312""","=""0.010""","=""526.311""","=""0.011""","=""9*""","=""""",,"=""21.685249""","=""24.04031""","=""1s2.2s.4f""","=""3F*""","=""4""","=""1s2.2s.7g""","=""3G""","=""3,4,5""",,"=""""","=""L12120""",
N,1,"=""528.120""","=""""","=""528.1204""","=""""","=""185""","=""2.45e+05""",C,"=""10.9239080""","=""13.2709052""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""T5475""","=""L3513""",
Ar,1,"=""""","=""""","=""528.6069""","=""""","=""""","=""9.6e+04""",E,"=""13.17177770""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""529.0015""","=""""","=""""","=""9.0e+04""",E,"=""13.17177770""","=""15.5148657""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""T1164n""","=""""",
N,1,"=""529.268""","=""""","=""""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
Ar,1,"=""""","=""""","=""530.9513""","=""""","=""""","=""1.2e+05""",E,"=""13.17177770""","=""15.5062613""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
N,1,"=""""","=""""","=""531.039""","=""""","=""""","=""9.40e+04""",D+,"=""11.9955753""","=""14.32967""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
Ar,1,"=""""","=""""","=""531.7715""","=""""","=""""","=""2.6e+05""",E,"=""13.30222747""","=""15.633111""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
N,1,"=""""","=""""","=""532.8617""","=""""","=""""","=""2.05e+05""",D+,"=""10.9239080""","=""13.2500220""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""533.337""","=""""","=""""","=""9.28e+04""",D+,"=""11.9955753""","=""14.31962""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""""","=""534.4049""","=""""","=""""","=""6.10e+04""",D+,"=""10.9239080""","=""13.2433051""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""534.649""","=""""","=""""","=""9.21e+04""",D+,"=""11.9955753""","=""14.31391""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
B,2,"=""534.765""","=""0.010""","=""534.765""","=""0.009""","=""15""","=""5.96e+06""",C,"=""20.821325""","=""23.139161""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2p.3s""","=""1P*""","=""1""",,"=""u27""","=""L12120""",
N,1,"=""""","=""""","=""535.4388""","=""""","=""""","=""1.01e+04""",D,"=""10.9239080""","=""13.2388265""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""535.6623""","=""""","=""""","=""1.41e+05""",D+,"=""10.9293522""","=""13.2433051""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""536.7010""","=""""","=""""","=""1.07e+05""",D+,"=""10.9293522""","=""13.2388265""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
